Time,t,t(hr),P,MC_100SCCM_D_Temperature_C,MC_100SCCM_D_Volumetric_Flow_CCM,MC_100SCCM_D_Mass_Flow_SCCM,MC_100SCCM_D_Mass_Flow_Setpoint_SCCM
2025-03-12T00:35:46.292,2025-03-12 00:35:46,0,14.77,22.18,98.25,99.68,100
2025-03-12T00:35:56.297,2025-03-12 00:35:56,0.002777778,14.76,22.21,98.04,99.42,100
2025-03-12T00:36:06.302,2025-03-12 00:36:06,0.005555556,14.76,22.24,99.22,100.6,100
2025-03-12T00:36:16.308,2025-03-12 00:36:16,0.008333333,14.77,22.27,98.44,99.88,100
2025-03-12T00:36:26.297,2025-03-12 00:36:26,0.011111111,14.76,22.3,98.92,100.28,100
2025-03-12T00:36:36.318,2025-03-12 00:36:36,0.013888889,14.76,22.33,99.17,100.52,100
2025-03-12T00:36:46.326,2025-03-12 00:36:46,0.016666667,14.76,22.36,99.27,100.62,100
2025-03-12T00:36:56.329,2025-03-12 00:36:56,0.019444444,14.76,22.39,99.13,100.46,100
2025-03-12T00:37:06.351,2025-03-12 00:37:06,0.022222222,14.77,22.42,99.13,100.46,100
2025-03-12T00:37:16.340,2025-03-12 00:37:16,0.025,14.76,22.45,98.85,100.16,100
2025-03-12T00:37:26.346,2025-03-12 00:37:26,0.027777778,14.77,22.48,98.12,99.44,100
2025-03-12T00:37:36.335,2025-03-12 00:37:36,0.030555556,14.76,22.51,98.89,100.18,100
2025-03-12T00:37:46.324,2025-03-12 00:37:46,0.033333333,14.76,22.54,99.11,100.39,100
2025-03-12T00:37:56.330,2025-03-12 00:37:56,0.036111111,14.77,22.57,98.14,99.44,100
2025-03-12T00:38:06.335,2025-03-12 00:38:06,0.038888889,14.76,22.6,99.32,100.59,100
2025-03-12T00:38:16.325,2025-03-12 00:38:16,0.041666667,14.76,22.63,99.23,100.46,100
2025-03-12T00:38:26.331,2025-03-12 00:38:26,0.044444445,14.76,22.66,99.15,100.39,100
2025-03-12T00:38:36.336,2025-03-12 00:38:36,0.047222222,14.76,22.69,99.32,100.56,100
2025-03-12T00:38:46.342,2025-03-12 00:38:46,0.05,14.76,22.72,99.07,100.29,100
2025-03-12T00:38:56.380,2025-03-12 00:38:56,0.052777778,14.76,22.75,99.15,100.37,100
2025-03-12T00:39:06.354,2025-03-12 00:39:06,0.055555556,14.76,22.77,99.21,100.42,100
2025-03-12T00:39:16.343,2025-03-12 00:39:16,0.058333333,14.76,22.81,99.08,100.27,100
2025-03-12T00:39:26.348,2025-03-12 00:39:26,0.061111111,14.77,22.83,99.24,100.45,100
2025-03-12T00:39:36.354,2025-03-12 00:39:36,0.063888889,14.77,22.86,99.04,100.26,100
2025-03-12T00:39:46.366,2025-03-12 00:39:46,0.066666667,14.76,22.89,99.28,100.42,100
2025-03-12T00:39:56.349,2025-03-12 00:39:56,0.069444444,14.77,22.92,98.49,99.68,100
2025-03-12T00:40:06.354,2025-03-12 00:40:06,0.072222222,14.76,22.95,99.35,100.5,100
2025-03-12T00:40:16.344,2025-03-12 00:40:16,0.075,14.77,22.98,98.44,99.62,100
2025-03-12T00:40:26.334,2025-03-12 00:40:26,0.077777778,14.76,23.01,98.94,100.07,100
2025-03-12T00:40:36.339,2025-03-12 00:40:36,0.080555556,14.77,23.03,99.04,100.21,100
2025-03-12T00:40:46.345,2025-03-12 00:40:46,0.083333333,14.77,23.06,97.7,98.83,100
2025-03-12T00:40:56.350,2025-03-12 00:40:56,0.086111111,14.76,23.09,98.02,99.12,100
2025-03-12T00:41:06.340,2025-03-12 00:41:06,0.088888889,14.76,23.12,99.35,100.44,100
2025-03-12T00:41:16.361,2025-03-12 00:41:16,0.091666667,14.76,23.14,99.44,100.53,100
2025-03-12T00:41:26.367,2025-03-12 00:41:26,0.094444445,14.76,23.17,99.36,100.44,100
2025-03-12T00:41:36.356,2025-03-12 00:41:36,0.097222222,14.77,23.2,98.87,99.97,100
2025-03-12T00:41:46.345,2025-03-12 00:41:46,0.1,14.76,23.22,99.57,100.63,100
2025-03-12T00:41:56.383,2025-03-12 00:41:56,0.102777778,14.77,23.25,98.66,99.74,100
2025-03-12T00:42:06.373,2025-03-12 00:42:06,0.105555556,14.76,23.27,98.87,99.92,100
2025-03-12T00:42:16.378,2025-03-12 00:42:16,0.108333333,14.76,23.3,99.02,100.06,100
2025-03-12T00:42:26.352,2025-03-12 00:42:26,0.111111111,14.77,23.33,98.47,99.52,100
2025-03-12T00:42:36.373,2025-03-12 00:42:36,0.113888889,14.77,23.35,98.02,99.05,100
2025-03-12T00:42:46.379,2025-03-12 00:42:46,0.116666667,14.76,23.37,99.35,100.36,100
2025-03-12T00:42:56.368,2025-03-12 00:42:56,0.119444444,14.77,23.4,99.3,100.31,100
2025-03-12T00:43:06.390,2025-03-12 00:43:06,0.122222222,14.77,23.43,99.36,100.38,100
2025-03-12T00:43:16.402,2025-03-12 00:43:16,0.125,14.76,23.45,99.99,100.96,100
2025-03-12T00:43:26.432,2025-03-12 00:43:26,0.127777778,14.76,23.48,98.44,99.4,100
2025-03-12T00:43:36.406,2025-03-12 00:43:36,0.130555556,14.77,23.5,97.92,98.9,100
2025-03-12T00:43:46.395,2025-03-12 00:43:46,0.133333333,14.77,23.52,98.2,99.17,100
2025-03-12T00:43:56.401,2025-03-12 00:43:56,0.136111111,14.77,23.55,99.14,100.13,100
2025-03-12T00:44:06.390,2025-03-12 00:44:06,0.138888889,14.77,23.57,97.74,98.71,100
2025-03-12T00:44:16.382,2025-03-12 00:44:16,0.141666667,14.77,23.59,99.23,100.19,100
2025-03-12T00:44:26.402,2025-03-12 00:44:26,0.144444445,14.76,23.62,99.58,100.5,100
2025-03-12T00:44:36.411,2025-03-12 00:44:36,0.147222222,14.77,23.64,99.12,100.06,100
2025-03-12T00:44:46.412,2025-03-12 00:44:46,0.15,14.76,23.66,99.03,99.93,100
2025-03-12T00:44:56.418,2025-03-12 00:44:56,0.152777778,14.77,23.68,99.47,100.41,100
2025-03-12T00:45:06.423,2025-03-12 00:45:06,0.155555556,14.76,23.7,99.78,100.68,100
2025-03-12T00:45:16.429,2025-03-12 00:45:16,0.158333333,14.76,23.73,99.62,100.49,100
2025-03-12T00:45:26.434,2025-03-12 00:45:26,0.161111111,14.77,23.74,99.09,100.01,100
2025-03-12T00:45:36.440,2025-03-12 00:45:36,0.163888889,14.77,23.77,99.86,100.76,100
2025-03-12T00:45:46.429,2025-03-12 00:45:46,0.166666667,14.77,23.79,100.55,101.47,100
2025-03-12T00:45:56.435,2025-03-12 00:45:56,0.169444444,14.77,23.81,98.63,99.52,100
2025-03-12T00:46:06.440,2025-03-12 00:46:06,0.172222222,14.77,23.83,97.76,98.64,100
2025-03-12T00:46:16.430,2025-03-12 00:46:16,0.175,14.76,23.85,99.44,100.28,100
2025-03-12T00:46:26.436,2025-03-12 00:46:26,0.177777778,14.76,23.87,99.65,100.49,100
2025-03-12T00:46:36.441,2025-03-12 00:46:36,0.180555556,14.77,23.89,97.96,98.82,100
2025-03-12T00:46:46.431,2025-03-12 00:46:46,0.183333333,14.77,23.91,98.05,98.89,100
2025-03-12T00:46:56.436,2025-03-12 00:46:56,0.186111111,14.76,23.93,99.48,100.29,100
2025-03-12T00:47:06.441,2025-03-12 00:47:06,0.188888889,14.76,23.95,99.45,100.26,100
2025-03-12T00:47:16.463,2025-03-12 00:47:16,0.191666667,14.76,23.97,99.44,100.24,100
2025-03-12T00:47:26.437,2025-03-12 00:47:26,0.194444444,14.76,23.99,99.72,100.49,100
2025-03-12T00:47:36.442,2025-03-12 00:47:36,0.197222222,14.76,24.01,98.3,99.08,100
2025-03-12T00:47:46.448,2025-03-12 00:47:46,0.2,14.77,24.03,99.53,100.35,100
2025-03-12T00:47:56.470,2025-03-12 00:47:56,0.202777778,14.76,24.05,99.52,100.32,100
2025-03-12T00:48:06.443,2025-03-12 00:48:06,0.205555556,14.76,24.07,99.18,99.96,100
2025-03-12T00:48:16.448,2025-03-12 00:48:16,0.208333333,14.76,24.09,99.55,100.31,100
2025-03-12T00:48:26.454,2025-03-12 00:48:26,0.211111111,14.77,24.11,99.57,100.35,100
2025-03-12T00:48:36.460,2025-03-12 00:48:36,0.213888889,14.76,24.13,98.94,99.69,100
2025-03-12T00:48:46.465,2025-03-12 00:48:46,0.216666667,14.77,24.15,98.53,99.31,100
2025-03-12T00:48:56.471,2025-03-12 00:48:56,0.219444444,14.77,24.17,98.02,98.79,100
2025-03-12T00:49:06.492,2025-03-12 00:49:06,0.222222222,14.76,24.19,99.79,100.53,100
2025-03-12T00:49:16.485,2025-03-12 00:49:16,0.225,14.77,24.21,98.04,98.79,100
2025-03-12T00:49:26.487,2025-03-12 00:49:26,0.227777778,14.76,24.23,99.71,100.43,100
2025-03-12T00:49:36.493,2025-03-12 00:49:36,0.230555555,14.77,24.24,99.45,100.2,100
2025-03-12T00:49:46.530,2025-03-12 00:49:46,0.233333333,14.77,24.26,99.65,100.38,100
2025-03-12T00:49:56.504,2025-03-12 00:49:56,0.236111111,14.77,24.28,98.77,99.51,100
2025-03-12T00:50:06.509,2025-03-12 00:50:06,0.238888889,14.76,24.29,99.8,100.5,100
2025-03-12T00:50:16.515,2025-03-12 00:50:16,0.241666667,14.77,24.31,98.47,99.19,100
2025-03-12T00:50:26.504,2025-03-12 00:50:26,0.244444444,14.77,24.33,99.7,100.41,100
2025-03-12T00:50:36.510,2025-03-12 00:50:36,0.247222222,14.76,24.35,99.74,100.42,100
2025-03-12T00:50:46.516,2025-03-12 00:50:46,0.25,14.77,24.36,98.61,99.32,100
2025-03-12T00:50:56.524,2025-03-12 00:50:56,0.252777778,14.77,24.38,99.85,100.54,100
2025-03-12T00:51:06.511,2025-03-12 00:51:06,0.255555556,14.76,24.39,99.67,100.33,100
2025-03-12T00:51:16.516,2025-03-12 00:51:16,0.258333333,14.77,24.41,98.38,99.07,100
2025-03-12T00:51:26.523,2025-03-12 00:51:26,0.261111111,14.76,24.43,99.89,100.54,100
2025-03-12T00:51:36.527,2025-03-12 00:51:36,0.263888889,14.77,24.44,98.18,98.84,100
2025-03-12T00:51:46.517,2025-03-12 00:51:46,0.266666667,14.77,24.46,98.9,99.58,100
2025-03-12T00:51:56.554,2025-03-12 00:51:56,0.269444444,14.77,24.48,99.14,99.82,100
2025-03-12T00:52:06.528,2025-03-12 00:52:06,0.272222222,14.77,24.49,98.18,98.87,100
2025-03-12T00:52:16.534,2025-03-12 00:52:16,0.275,14.77,24.51,98.23,98.89,100
2025-03-12T00:52:26.539,2025-03-12 00:52:26,0.277777778,14.76,24.52,100.46,101.08,100
2025-03-12T00:52:36.560,2025-03-12 00:52:36,0.280555555,14.77,24.54,98.73,99.38,100
2025-03-12T00:52:46.550,2025-03-12 00:52:46,0.283333333,14.77,24.55,99.46,100.11,100
2025-03-12T00:52:56.555,2025-03-12 00:52:56,0.286111111,14.76,24.57,100.01,100.61,100
2025-03-12T00:53:06.545,2025-03-12 00:53:06,0.288888889,14.77,24.58,99.91,100.54,100
2025-03-12T00:53:16.550,2025-03-12 00:53:16,0.291666667,14.76,24.6,99.87,100.46,100
2025-03-12T00:53:26.557,2025-03-12 00:53:26,0.294444444,14.77,24.61,99.41,100.01,100
2025-03-12T00:53:36.561,2025-03-12 00:53:36,0.297222222,14.76,24.62,99.81,100.4,100
2025-03-12T00:53:46.566,2025-03-12 00:53:46,0.3,14.76,24.64,99.8,100.38,100
2025-03-12T00:53:56.572,2025-03-12 00:53:56,0.302777778,14.77,24.66,99.53,100.14,100
2025-03-12T00:54:06.561,2025-03-12 00:54:06,0.305555556,14.77,24.67,99.19,99.8,100
2025-03-12T00:54:16.567,2025-03-12 00:54:16,0.308333333,14.77,24.68,99.31,99.92,100
2025-03-12T00:54:26.572,2025-03-12 00:54:26,0.311111111,14.76,24.7,99.94,100.5,100
2025-03-12T00:54:36.578,2025-03-12 00:54:36,0.313888889,14.77,24.71,98.85,99.44,100
2025-03-12T00:54:46.679,2025-03-12 00:54:46,0.316666667,14.76,24.73,100.32,100.87,100
2025-03-12T00:54:56.660,2025-03-12 00:54:56,0.319444444,14.77,24.74,98.9,99.49,100
2025-03-12T00:55:06.643,2025-03-12 00:55:06,0.322222222,14.77,24.75,99.29,99.9,100
2025-03-12T00:55:16.648,2025-03-12 00:55:16,0.325,14.77,24.76,98.7,99.28,100
2025-03-12T00:55:26.639,2025-03-12 00:55:26,0.327777778,14.77,24.77,99.89,100.45,100
2025-03-12T00:55:36.643,2025-03-12 00:55:36,0.330555556,14.77,24.78,99.59,100.16,100
2025-03-12T00:55:46.633,2025-03-12 00:55:46,0.333333333,14.76,24.8,99.98,100.51,100
2025-03-12T00:55:56.638,2025-03-12 00:55:56,0.336111111,14.77,24.81,98.82,99.38,100
2025-03-12T00:56:06.627,2025-03-12 00:56:06,0.338888889,14.77,24.82,98.81,99.36,100
2025-03-12T00:56:16.632,2025-03-12 00:56:16,0.341666667,14.77,24.83,98.35,98.9,100
2025-03-12T00:56:26.638,2025-03-12 00:56:26,0.344444444,14.77,24.85,98.7,99.25,100
2025-03-12T00:56:36.664,2025-03-12 00:56:36,0.347222222,14.76,24.86,99.86,100.37,100
2025-03-12T00:56:46.649,2025-03-12 00:56:46,0.35,14.77,24.87,99.81,100.36,100
2025-03-12T00:56:56.655,2025-03-12 00:56:56,0.352777778,14.77,24.88,99.52,100.07,100
2025-03-12T00:57:06.644,2025-03-12 00:57:06,0.355555556,14.77,24.9,98.88,99.42,100
2025-03-12T00:57:16.649,2025-03-12 00:57:16,0.358333333,14.76,24.91,99.76,100.24,100
2025-03-12T00:57:26.655,2025-03-12 00:57:26,0.361111111,14.77,24.92,98.49,99.03,100
2025-03-12T00:57:36.661,2025-03-12 00:57:36,0.363888889,14.77,24.93,99.46,99.98,100
2025-03-12T00:57:46.650,2025-03-12 00:57:46,0.366666667,14.77,24.95,99.73,100.26,100
2025-03-12T00:57:56.671,2025-03-12 00:57:56,0.369444444,14.77,24.96,99.44,99.96,100
2025-03-12T00:58:06.661,2025-03-12 00:58:06,0.372222222,14.77,24.98,100.12,100.61,100
2025-03-12T00:58:16.667,2025-03-12 00:58:16,0.375,14.77,24.99,98.7,99.2,100
2025-03-12T00:58:26.656,2025-03-12 00:58:26,0.377777778,14.77,25,99.8,100.31,100
2025-03-12T00:58:36.661,2025-03-12 00:58:36,0.380555556,14.77,25.01,98.82,99.32,100
2025-03-12T00:58:46.651,2025-03-12 00:58:46,0.383333333,14.77,25.03,98.6,99.09,100
2025-03-12T00:58:56.657,2025-03-12 00:58:56,0.386111111,14.77,25.04,99.98,100.47,100
2025-03-12T00:59:06.646,2025-03-12 00:59:06,0.388888889,14.77,25.05,100.05,100.52,100
2025-03-12T00:59:16.652,2025-03-12 00:59:16,0.391666667,14.77,25.06,99.53,100.01,100
2025-03-12T00:59:26.658,2025-03-12 00:59:26,0.394444444,14.77,25.07,99.56,100.04,100
2025-03-12T00:59:36.663,2025-03-12 00:59:36,0.397222222,14.77,25.08,98.89,99.41,100
2025-03-12T00:59:46.669,2025-03-12 00:59:46,0.4,14.77,25.09,99.87,100.34,100
2025-03-12T00:59:56.678,2025-03-12 00:59:56,0.402777778,14.77,25.1,98.81,99.29,100
2025-03-12T01:00:06.679,2025-03-12 01:00:06,0.405555556,14.77,25.11,98.58,99.06,100
2025-03-12T01:00:16.685,2025-03-12 01:00:16,0.408333333,14.77,25.12,100.1,100.54,100
2025-03-12T01:00:26.690,2025-03-12 01:00:26,0.411111111,14.77,25.13,100.49,100.94,100
2025-03-12T01:00:36.703,2025-03-12 01:00:36,0.413888889,14.77,25.14,99.89,100.35,100
2025-03-12T01:00:46.702,2025-03-12 01:00:46,0.416666667,14.77,25.15,99.85,100.3,100
2025-03-12T01:00:56.707,2025-03-12 01:00:56,0.419444445,14.77,25.16,99.84,100.29,100
2025-03-12T01:01:06.719,2025-03-12 01:01:06,0.422222222,14.77,25.17,99.85,100.34,100
2025-03-12T01:01:16.718,2025-03-12 01:01:16,0.425,14.77,25.18,99.88,100.33,100
2025-03-12T01:01:26.724,2025-03-12 01:01:26,0.427777778,14.77,25.19,99.03,99.51,100
2025-03-12T01:01:36.730,2025-03-12 01:01:36,0.430555556,14.78,25.2,99.13,99.63,100
2025-03-12T01:01:46.719,2025-03-12 01:01:46,0.433333333,14.77,25.2,98.93,99.41,100
2025-03-12T01:01:56.709,2025-03-12 01:01:56,0.436111111,14.78,25.21,99.68,100.2,100
2025-03-12T01:02:06.715,2025-03-12 01:02:06,0.438888889,14.77,25.22,98.51,98.97,100
2025-03-12T01:02:16.720,2025-03-12 01:02:16,0.441666667,14.77,25.23,98.58,99.03,100
2025-03-12T01:02:26.709,2025-03-12 01:02:26,0.444444444,14.77,25.24,99.74,100.2,100
2025-03-12T01:02:36.715,2025-03-12 01:02:36,0.447222222,14.77,25.25,98.45,98.91,100
2025-03-12T01:02:46.720,2025-03-12 01:02:46,0.45,14.78,25.25,98.84,99.29,100
2025-03-12T01:02:56.725,2025-03-12 01:02:56,0.452777778,14.77,25.26,98.76,99.21,100
2025-03-12T01:03:06.715,2025-03-12 01:03:06,0.455555556,14.78,25.27,98.51,98.96,100
2025-03-12T01:03:16.720,2025-03-12 01:03:16,0.458333333,14.77,25.28,100.04,100.45,100
2025-03-12T01:03:26.725,2025-03-12 01:03:26,0.461111111,14.77,25.28,99.9,100.35,100
2025-03-12T01:03:36.714,2025-03-12 01:03:36,0.463888889,14.77,25.29,99.33,99.74,100
2025-03-12T01:03:46.720,2025-03-12 01:03:46,0.466666667,14.78,25.3,99.13,99.58,100
2025-03-12T01:03:56.725,2025-03-12 01:03:56,0.469444445,14.77,25.31,99.02,99.45,100
2025-03-12T01:04:06.731,2025-03-12 01:04:06,0.472222222,14.77,25.32,99.95,100.35,100
2025-03-12T01:04:16.736,2025-03-12 01:04:16,0.475,14.78,25.33,98.55,99.02,100
2025-03-12T01:04:26.742,2025-03-12 01:04:26,0.477777778,14.78,25.34,99.57,100,100
2025-03-12T01:04:36.747,2025-03-12 01:04:36,0.480555556,14.78,25.35,99.09,99.56,100
2025-03-12T01:04:46.753,2025-03-12 01:04:46,0.483333333,14.77,25.36,100.02,100.4,100
2025-03-12T01:04:56.758,2025-03-12 01:04:56,0.486111111,14.77,25.36,99.61,100.04,100
2025-03-12T01:05:06.768,2025-03-12 01:05:06,0.488888889,14.78,25.37,99.28,99.72,100
2025-03-12T01:05:16.769,2025-03-12 01:05:16,0.491666667,14.78,25.38,98.91,99.36,100
2025-03-12T01:05:26.775,2025-03-12 01:05:26,0.494444444,14.77,25.38,99.96,100.37,100
2025-03-12T01:05:36.780,2025-03-12 01:05:36,0.497222222,14.77,25.39,99.91,100.32,100
2025-03-12T01:05:46.770,2025-03-12 01:05:46,0.5,14.77,25.4,99.69,100.1,100
2025-03-12T01:05:56.775,2025-03-12 01:05:56,0.502777778,14.77,25.41,100.02,100.43,100
2025-03-12T01:06:06.782,2025-03-12 01:06:06,0.505555556,14.77,25.42,100.22,100.63,100
2025-03-12T01:06:16.793,2025-03-12 01:06:16,0.508333333,14.77,25.43,99.97,100.36,100
2025-03-12T01:06:26.808,2025-03-12 01:06:26,0.511111111,14.78,25.43,99.89,100.31,100
2025-03-12T01:06:36.845,2025-03-12 01:06:36,0.513888889,14.78,25.44,99.07,99.5,100
2025-03-12T01:06:46.818,2025-03-12 01:06:46,0.516666667,14.77,25.45,99.87,100.26,100
2025-03-12T01:06:56.808,2025-03-12 01:06:56,0.519444445,14.78,25.46,100.02,100.43,100
2025-03-12T01:07:06.820,2025-03-12 01:07:06,0.522222222,14.78,25.47,99.95,100.39,100
2025-03-12T01:07:16.819,2025-03-12 01:07:16,0.525,14.78,25.48,99.29,99.71,100
2025-03-12T01:07:26.809,2025-03-12 01:07:26,0.527777778,14.78,25.48,99.47,99.89,100
2025-03-12T01:07:36.798,2025-03-12 01:07:36,0.530555556,14.78,25.49,99.78,100.22,100
2025-03-12T01:07:46.804,2025-03-12 01:07:46,0.533333333,14.79,25.5,99.18,99.64,100
2025-03-12T01:07:56.825,2025-03-12 01:07:56,0.536111111,14.78,25.51,98.97,99.39,100
2025-03-12T01:08:06.846,2025-03-12 01:08:06,0.538888889,14.79,25.52,99.13,99.58,100
2025-03-12T01:08:16.820,2025-03-12 01:08:16,0.541666667,14.78,25.52,99.95,100.36,100
2025-03-12T01:08:26.826,2025-03-12 01:08:26,0.544444444,14.78,25.53,99.04,99.42,100
2025-03-12T01:08:36.831,2025-03-12 01:08:36,0.547222222,14.79,25.54,99.18,99.62,100
2025-03-12T01:08:46.821,2025-03-12 01:08:46,0.55,14.79,25.55,98.74,99.19,100
2025-03-12T01:08:56.826,2025-03-12 01:08:56,0.552777778,14.79,25.56,99.23,99.67,100
2025-03-12T01:09:06.831,2025-03-12 01:09:06,0.555555556,14.79,25.57,99.62,100.06,100
2025-03-12T01:09:16.837,2025-03-12 01:09:16,0.558333333,14.79,25.58,100.16,100.62,100
2025-03-12T01:09:26.842,2025-03-12 01:09:26,0.561111111,14.79,25.59,99.62,100.07,100
2025-03-12T01:09:36.848,2025-03-12 01:09:36,0.563888889,14.78,25.59,99.75,100.14,100
2025-03-12T01:09:46.853,2025-03-12 01:09:46,0.566666667,14.78,25.61,100.02,100.39,100
2025-03-12T01:09:56.859,2025-03-12 01:09:56,0.569444444,14.79,25.62,99.85,100.28,100
2025-03-12T01:10:06.880,2025-03-12 01:10:06,0.572222222,14.78,25.62,100.04,100.42,100
2025-03-12T01:10:16.885,2025-03-12 01:10:16,0.575,14.78,25.63,99.72,100.11,100
2025-03-12T01:10:26.907,2025-03-12 01:10:26,0.577777778,14.78,25.64,99.31,99.69,100
2025-03-12T01:10:36.880,2025-03-12 01:10:36,0.580555556,14.78,25.65,100.02,100.39,100
2025-03-12T01:10:46.903,2025-03-12 01:10:46,0.583333333,14.78,25.66,99.87,100.21,100
2025-03-12T01:10:56.908,2025-03-12 01:10:56,0.586111111,14.78,25.66,99.74,100.1,100
2025-03-12T01:11:06.913,2025-03-12 01:11:06,0.588888889,14.78,25.67,99.9,100.29,100
2025-03-12T01:11:16.903,2025-03-12 01:11:16,0.591666667,14.78,25.68,99.95,100.31,100
2025-03-12T01:11:26.925,2025-03-12 01:11:26,0.594444444,14.79,25.68,98.84,99.24,100
2025-03-12T01:11:36.931,2025-03-12 01:11:36,0.597222222,14.79,25.69,99.78,100.18,100
2025-03-12T01:11:46.942,2025-03-12 01:11:46,0.6,14.79,25.7,99.39,99.8,100
2025-03-12T01:11:56.941,2025-03-12 01:11:56,0.602777778,14.79,25.71,99.81,100.2,100
2025-03-12T01:12:06.947,2025-03-12 01:12:06,0.605555555,14.78,25.72,99.07,99.43,100
2025-03-12T01:12:16.968,2025-03-12 01:12:16,0.608333333,14.78,25.72,99.76,100.1,100
2025-03-12T01:12:26.958,2025-03-12 01:12:26,0.611111111,14.79,25.73,99.63,100.06,100
2025-03-12T01:12:36.979,2025-03-12 01:12:36,0.613888889,14.79,25.73,98.77,99.15,100
2025-03-12T01:12:46.985,2025-03-12 01:12:46,0.616666667,14.79,25.74,99.09,99.47,100
2025-03-12T01:12:56.990,2025-03-12 01:12:56,0.619444444,14.79,25.75,99.33,99.69,100
2025-03-12T01:13:06.980,2025-03-12 01:13:06,0.622222222,14.79,25.76,98.97,99.35,100
2025-03-12T01:13:16.986,2025-03-12 01:13:16,0.625,14.79,25.76,99.74,100.14,100
2025-03-12T01:13:26.990,2025-03-12 01:13:26,0.627777778,14.78,25.77,100.02,100.35,100
2025-03-12T01:13:36.980,2025-03-12 01:13:36,0.630555556,14.78,25.78,99.64,99.97,100
2025-03-12T01:13:46.985,2025-03-12 01:13:46,0.633333333,14.79,25.78,99.46,99.83,100
2025-03-12T01:13:56.991,2025-03-12 01:13:56,0.636111111,14.79,25.79,99.66,100.02,100
2025-03-12T01:14:06.996,2025-03-12 01:14:06,0.638888889,14.79,25.8,100.58,100.95,100
2025-03-12T01:14:17.002,2025-03-12 01:14:17,0.641944445,14.79,25.8,99.87,100.23,100
2025-03-12T01:14:27.007,2025-03-12 01:14:27,0.644722222,14.79,25.81,99.3,99.64,100
2025-03-12T01:14:37.013,2025-03-12 01:14:37,0.6475,14.79,25.82,99.87,100.22,100
2025-03-12T01:14:47.019,2025-03-12 01:14:47,0.650277778,14.79,25.83,99.23,99.58,100
2025-03-12T01:14:57.009,2025-03-12 01:14:57,0.653055556,14.79,25.83,100.11,100.46,100
2025-03-12T01:15:07.030,2025-03-12 01:15:07,0.655833333,14.79,25.84,99.09,99.43,100
2025-03-12T01:15:17.019,2025-03-12 01:15:17,0.658611111,14.79,25.85,99.79,100.14,100
2025-03-12T01:15:27.025,2025-03-12 01:15:27,0.661388889,14.78,25.85,100.08,100.41,100
2025-03-12T01:15:37.046,2025-03-12 01:15:37,0.664166667,14.79,25.86,99.95,100.32,100
2025-03-12T01:15:47.053,2025-03-12 01:15:47,0.666944444,14.79,25.87,99.31,99.64,100
2025-03-12T01:15:57.058,2025-03-12 01:15:57,0.669722222,14.79,25.87,99.71,100.05,100
2025-03-12T01:16:07.048,2025-03-12 01:16:07,0.6725,14.79,25.87,100.01,100.37,100
2025-03-12T01:16:17.037,2025-03-12 01:16:17,0.675277778,14.8,25.88,99.73,100.12,100
2025-03-12T01:16:27.044,2025-03-12 01:16:27,0.678055556,14.79,25.89,98.78,99.11,100
2025-03-12T01:16:37.049,2025-03-12 01:16:37,0.680833333,14.79,25.89,99.2,99.53,100
2025-03-12T01:16:47.054,2025-03-12 01:16:47,0.683611111,14.79,25.9,99.08,99.44,100
2025-03-12T01:16:57.044,2025-03-12 01:16:57,0.686388889,14.79,25.9,98.89,99.25,100
2025-03-12T01:17:07.049,2025-03-12 01:17:07,0.689166667,14.8,25.91,99.32,99.72,100
2025-03-12T01:17:17.054,2025-03-12 01:17:17,0.691944444,14.79,25.92,99.96,100.3,100
2025-03-12T01:17:27.044,2025-03-12 01:17:27,0.694722222,14.79,25.92,100.04,100.39,100
2025-03-12T01:17:37.072,2025-03-12 01:17:37,0.6975,14.79,25.93,99.91,100.25,100
2025-03-12T01:17:47.054,2025-03-12 01:17:47,0.700277778,14.79,25.93,99.94,100.29,100
2025-03-12T01:17:57.060,2025-03-12 01:17:57,0.703055556,14.8,25.94,99.31,99.67,100
2025-03-12T01:18:07.049,2025-03-12 01:18:07,0.705833333,14.79,25.94,100.16,100.52,100
2025-03-12T01:18:17.055,2025-03-12 01:18:17,0.708611111,14.79,25.95,99.06,99.41,100
2025-03-12T01:18:27.060,2025-03-12 01:18:27,0.711388889,14.8,25.96,99.27,99.64,100
2025-03-12T01:18:37.065,2025-03-12 01:18:37,0.714166667,14.8,25.96,99.17,99.56,100
2025-03-12T01:18:47.071,2025-03-12 01:18:47,0.716944444,14.79,25.97,100.13,100.43,100
2025-03-12T01:18:57.061,2025-03-12 01:18:57,0.719722222,14.79,25.98,99.37,99.68,100
2025-03-12T01:19:07.050,2025-03-12 01:19:07,0.7225,14.8,25.98,99.7,100.06,100
2025-03-12T01:19:17.055,2025-03-12 01:19:17,0.725277778,14.8,25.99,99.9,100.29,100
2025-03-12T01:19:27.046,2025-03-12 01:19:27,0.728055555,14.8,25.99,99.52,99.87,100
2025-03-12T01:19:37.051,2025-03-12 01:19:37,0.730833333,14.79,26,99.36,99.7,100
2025-03-12T01:19:47.056,2025-03-12 01:19:47,0.733611111,14.8,26.01,99.68,100.06,100
2025-03-12T01:19:57.062,2025-03-12 01:19:57,0.736388889,14.8,26.02,99.83,100.18,100
2025-03-12T01:20:07.051,2025-03-12 01:20:07,0.739166667,14.8,26.02,99.84,100.21,100
2025-03-12T01:20:17.041,2025-03-12 01:20:17,0.741944444,14.79,26.03,100.02,100.35,100
