Time,t,t(hr),P,MC_100SCCM_D_Temperature_C,MC_100SCCM_D_Volumetric_Flow_CCM,MC_100SCCM_D_Mass_Flow_SCCM,MC_100SCCM_D_Mass_Flow_Setpoint_SCCM
2025-03-12T12:29:57.199,2025-03-12 12:29:57,0.252777778,14.73,24.71,100,100.37,100
2025-03-12T12:30:07.205,2025-03-12 12:30:07,0.255555556,14.74,24.73,98.51,98.89,100
2025-03-12T12:30:17.210,2025-03-12 12:30:17,0.258333333,14.74,24.74,98.44,98.82,100
2025-03-12T12:30:27.199,2025-03-12 12:30:27,0.261111111,14.73,24.76,99.96,100.33,100
2025-03-12T12:30:37.205,2025-03-12 12:30:37,0.263888889,14.73,24.78,100.14,100.47,100
2025-03-12T12:30:47.227,2025-03-12 12:30:47,0.266666667,14.74,24.79,98.37,98.72,100
2025-03-12T12:30:57.216,2025-03-12 12:30:57,0.269444444,14.73,24.81,100.01,100.35,100
2025-03-12T12:31:07.238,2025-03-12 12:31:07,0.272222222,14.74,24.83,99.93,100.28,100
2025-03-12T12:31:17.243,2025-03-12 12:31:17,0.275,14.73,24.84,99.72,100.02,100
2025-03-12T12:31:27.249,2025-03-12 12:31:27,0.277777778,14.74,24.86,99.69,100.03,100
2025-03-12T12:31:37.238,2025-03-12 12:31:37,0.280555556,14.74,24.87,99.88,100.21,100
2025-03-12T12:31:47.243,2025-03-12 12:31:47,0.283333333,14.74,24.89,99.93,100.26,100
2025-03-12T12:31:57.248,2025-03-12 12:31:57,0.286111111,14.74,24.91,99.96,100.28,100
2025-03-12T12:32:07.254,2025-03-12 12:32:07,0.288888889,14.74,24.92,100,100.32,100
2025-03-12T12:32:17.259,2025-03-12 12:32:17,0.291666667,14.73,24.94,100.05,100.34,100
2025-03-12T12:32:27.265,2025-03-12 12:32:27,0.294444444,14.73,24.95,100.18,100.45,100
2025-03-12T12:32:37.270,2025-03-12 12:32:37,0.297222222,14.73,24.97,99.98,100.24,100
2025-03-12T12:32:47.281,2025-03-12 12:32:47,0.3,14.74,24.98,99.65,99.95,100
2025-03-12T12:32:57.297,2025-03-12 12:32:57,0.302777778,14.73,24.99,100.13,100.38,100
2025-03-12T12:33:07.302,2025-03-12 12:33:07,0.305555556,14.74,25.01,98.96,99.24,100
2025-03-12T12:33:17.291,2025-03-12 12:33:17,0.308333333,14.74,25.02,99.96,100.25,100
2025-03-12T12:33:27.280,2025-03-12 12:33:27,0.311111111,14.73,25.03,100.07,100.33,100
2025-03-12T12:33:37.286,2025-03-12 12:33:37,0.313888889,14.74,25.05,100,100.28,100
2025-03-12T12:33:47.291,2025-03-12 12:33:47,0.316666667,14.74,25.06,99.97,100.24,100
2025-03-12T12:33:57.296,2025-03-12 12:33:57,0.319444445,14.74,25.08,98.51,98.77,100
2025-03-12T12:34:07.306,2025-03-12 12:34:07,0.322222222,14.74,25.08,99.89,100.16,100
2025-03-12T12:34:17.291,2025-03-12 12:34:17,0.325,14.74,25.1,99.98,100.24,100
2025-03-12T12:34:27.281,2025-03-12 12:34:27,0.327777778,14.74,25.11,100.01,100.27,100
2025-03-12T12:34:37.286,2025-03-12 12:34:37,0.330555556,14.73,25.12,100.01,100.26,100
2025-03-12T12:34:47.308,2025-03-12 12:34:47,0.333333333,14.74,25.14,100.11,100.35,100
2025-03-12T12:34:57.281,2025-03-12 12:34:57,0.336111111,14.73,25.15,100.16,100.38,100
2025-03-12T12:35:07.303,2025-03-12 12:35:07,0.338888889,14.73,25.17,100.23,100.42,100
2025-03-12T12:35:17.292,2025-03-12 12:35:17,0.341666667,14.74,25.18,99.04,99.28,100
2025-03-12T12:35:27.298,2025-03-12 12:35:27,0.344444444,14.73,25.19,100.28,100.46,100
2025-03-12T12:35:37.288,2025-03-12 12:35:37,0.347222222,14.74,25.2,100.03,100.25,100
2025-03-12T12:35:47.293,2025-03-12 12:35:47,0.35,14.73,25.22,100.29,100.47,100
2025-03-12T12:35:57.283,2025-03-12 12:35:57,0.352777778,14.74,25.23,99.42,99.63,100
2025-03-12T12:36:07.288,2025-03-12 12:36:07,0.355555556,14.73,25.24,100.32,100.49,100
2025-03-12T12:36:17.293,2025-03-12 12:36:17,0.358333333,14.73,25.25,100.23,100.43,100
2025-03-12T12:36:27.298,2025-03-12 12:36:27,0.361111111,14.74,25.26,100.17,100.38,100
2025-03-12T12:36:37.287,2025-03-12 12:36:37,0.363888889,14.74,25.27,100.03,100.23,100
2025-03-12T12:36:47.309,2025-03-12 12:36:47,0.366666667,14.74,25.28,99.64,99.83,100
2025-03-12T12:36:57.298,2025-03-12 12:36:57,0.369444445,14.73,25.29,100.33,100.47,100
2025-03-12T12:37:07.304,2025-03-12 12:37:07,0.372222222,14.73,25.31,100.16,100.34,100
2025-03-12T12:37:17.325,2025-03-12 12:37:17,0.375,14.73,25.32,100.27,100.41,100
2025-03-12T12:37:27.331,2025-03-12 12:37:27,0.377777778,14.73,25.33,100.3,100.46,100
2025-03-12T12:37:37.336,2025-03-12 12:37:37,0.380555556,14.73,25.34,100.26,100.4,100
2025-03-12T12:37:47.342,2025-03-12 12:37:47,0.383333333,14.73,25.36,100.34,100.48,100
2025-03-12T12:37:57.355,2025-03-12 12:37:57,0.386111111,14.74,25.37,100.27,100.43,100
2025-03-12T12:38:07.353,2025-03-12 12:38:07,0.388888889,14.74,25.38,99.95,100.11,100
2025-03-12T12:38:17.358,2025-03-12 12:38:17,0.391666667,14.74,25.39,100.21,100.36,100
2025-03-12T12:38:27.363,2025-03-12 12:38:27,0.394444444,14.73,25.41,100.3,100.45,100
2025-03-12T12:38:37.401,2025-03-12 12:38:37,0.397222222,14.74,25.42,99.98,100.13,100
2025-03-12T12:38:47.358,2025-03-12 12:38:47,0.4,14.73,25.43,100.37,100.49,100
2025-03-12T12:38:57.364,2025-03-12 12:38:57,0.402777778,14.74,25.44,100.12,100.27,100
2025-03-12T12:39:07.386,2025-03-12 12:39:07,0.405555556,14.74,25.45,100.1,100.24,100
2025-03-12T12:39:17.375,2025-03-12 12:39:17,0.408333333,14.74,25.46,99.23,99.37,100
2025-03-12T12:39:27.365,2025-03-12 12:39:27,0.411111111,14.73,25.47,100.28,100.39,100
2025-03-12T12:39:37.370,2025-03-12 12:39:37,0.413888889,14.74,25.48,99.93,100.05,100
2025-03-12T12:39:47.375,2025-03-12 12:39:47,0.416666667,14.73,25.49,100.31,100.41,100
2025-03-12T12:39:57.386,2025-03-12 12:39:57,0.419444445,14.74,25.5,100.11,100.23,100
2025-03-12T12:40:07.386,2025-03-12 12:40:07,0.422222222,14.74,25.52,100.19,100.31,100
2025-03-12T12:40:17.394,2025-03-12 12:40:17,0.425,14.74,25.52,99.98,100.09,100
2025-03-12T12:40:27.403,2025-03-12 12:40:27,0.427777778,14.74,25.53,100.15,100.26,100
2025-03-12T12:40:37.418,2025-03-12 12:40:37,0.430555556,14.74,25.54,100.2,100.3,100
2025-03-12T12:40:47.424,2025-03-12 12:40:47,0.433333333,14.74,25.55,99.44,99.54,100
2025-03-12T12:40:57.429,2025-03-12 12:40:57,0.436111111,14.74,25.57,100.24,100.34,100
2025-03-12T12:41:07.451,2025-03-12 12:41:07,0.438888889,14.74,25.57,98.71,98.83,100
2025-03-12T12:41:17.424,2025-03-12 12:41:17,0.441666667,14.74,25.58,100.34,100.44,100
2025-03-12T12:41:27.430,2025-03-12 12:41:27,0.444444444,14.74,25.59,100.14,100.23,100
2025-03-12T12:41:37.435,2025-03-12 12:41:37,0.447222222,14.74,25.6,100.13,100.2,100
2025-03-12T12:41:47.425,2025-03-12 12:41:47,0.45,14.73,25.61,100.37,100.41,100
2025-03-12T12:41:57.415,2025-03-12 12:41:57,0.452777778,14.74,25.62,100.13,100.22,100
2025-03-12T12:42:07.404,2025-03-12 12:42:07,0.455555556,14.74,25.62,98.69,98.81,100
2025-03-12T12:42:17.425,2025-03-12 12:42:17,0.458333333,14.74,25.63,100.3,100.38,100
2025-03-12T12:42:27.431,2025-03-12 12:42:27,0.461111111,14.74,25.64,100.1,100.18,100
2025-03-12T12:42:37.436,2025-03-12 12:42:37,0.463888889,14.74,25.65,99.44,99.52,100
2025-03-12T12:42:47.442,2025-03-12 12:42:47,0.466666667,14.73,25.66,100.39,100.44,100
2025-03-12T12:42:57.463,2025-03-12 12:42:57,0.469444445,14.74,25.67,100.17,100.25,100
2025-03-12T12:43:07.453,2025-03-12 12:43:07,0.472222222,14.74,25.68,99.94,100.01,100
2025-03-12T12:43:17.458,2025-03-12 12:43:17,0.475,14.74,25.68,100.32,100.38,100
2025-03-12T12:43:27.464,2025-03-12 12:43:27,0.477777778,14.74,25.69,99.08,99.15,100
2025-03-12T12:43:37.470,2025-03-12 12:43:37,0.480555556,14.74,25.7,100.14,100.2,100
2025-03-12T12:43:47.459,2025-03-12 12:43:47,0.483333333,14.74,25.71,100.02,100.07,100
2025-03-12T12:43:57.464,2025-03-12 12:43:57,0.486111111,14.74,25.72,99.17,99.24,100
2025-03-12T12:44:07.470,2025-03-12 12:44:07,0.488888889,14.73,25.72,100.42,100.45,100
2025-03-12T12:44:17.460,2025-03-12 12:44:17,0.491666667,14.74,25.73,100.16,100.21,100
2025-03-12T12:44:27.465,2025-03-12 12:44:27,0.494444444,14.74,25.73,98.78,98.86,100
2025-03-12T12:44:37.487,2025-03-12 12:44:37,0.497222222,14.74,25.74,100.22,100.26,100
2025-03-12T12:44:47.476,2025-03-12 12:44:47,0.5,14.73,25.75,100.49,100.49,100
2025-03-12T12:44:57.465,2025-03-12 12:44:57,0.502777778,14.74,25.76,100.21,100.24,100
2025-03-12T12:45:07.455,2025-03-12 12:45:07,0.505555556,14.74,25.77,99.07,99.1,100
2025-03-12T12:45:17.477,2025-03-12 12:45:17,0.508333333,14.74,25.77,99.34,99.37,100
2025-03-12T12:45:27.466,2025-03-12 12:45:27,0.511111111,14.74,25.78,98.9,98.97,100
2025-03-12T12:45:37.503,2025-03-12 12:45:37,0.513888889,14.74,25.79,100.08,100.1,100
2025-03-12T12:45:47.461,2025-03-12 12:45:47,0.516666667,14.74,25.8,100.31,100.33,100
2025-03-12T12:45:57.467,2025-03-12 12:45:57,0.519444445,14.74,25.8,99.38,99.4,100
2025-03-12T12:46:07.472,2025-03-12 12:46:07,0.522222222,14.74,25.81,100.19,100.21,100
2025-03-12T12:46:17.484,2025-03-12 12:46:17,0.525,14.74,25.82,100.35,100.36,100
2025-03-12T12:46:27.489,2025-03-12 12:46:27,0.527777778,14.73,25.83,100.42,100.41,100
2025-03-12T12:46:37.504,2025-03-12 12:46:37,0.530555556,14.74,25.83,100.08,100.09,100
2025-03-12T12:46:47.510,2025-03-12 12:46:47,0.533333333,14.74,25.84,100.33,100.34,100
2025-03-12T12:46:57.515,2025-03-12 12:46:57,0.536111111,14.74,25.85,100.18,100.18,100
2025-03-12T12:47:07.520,2025-03-12 12:47:07,0.538888889,14.74,25.86,100.2,100.2,100
2025-03-12T12:47:17.526,2025-03-12 12:47:17,0.541666667,14.74,25.86,100.12,100.12,100
2025-03-12T12:47:27.532,2025-03-12 12:47:27,0.544444444,14.74,25.87,100.21,100.21,100
2025-03-12T12:47:37.521,2025-03-12 12:47:37,0.547222222,14.74,25.87,99.25,99.24,100
2025-03-12T12:47:47.527,2025-03-12 12:47:47,0.55,14.74,25.88,99.02,99.01,100
2025-03-12T12:47:57.532,2025-03-12 12:47:57,0.552777778,14.74,25.89,100.42,100.41,100
2025-03-12T12:48:07.538,2025-03-12 12:48:07,0.555555556,14.74,25.89,100.32,100.31,100
2025-03-12T12:48:17.528,2025-03-12 12:48:17,0.558333333,14.74,25.9,100.23,100.22,100
2025-03-12T12:48:27.549,2025-03-12 12:48:27,0.561111111,14.74,25.91,100.26,100.25,100
2025-03-12T12:48:37.554,2025-03-12 12:48:37,0.563888889,14.74,25.92,100.3,100.28,100
2025-03-12T12:48:47.560,2025-03-12 12:48:47,0.566666667,14.74,25.92,100.35,100.33,100
2025-03-12T12:48:57.565,2025-03-12 12:48:57,0.569444444,14.74,25.93,100.16,100.14,100
2025-03-12T12:49:07.571,2025-03-12 12:49:07,0.572222222,14.74,25.93,100.19,100.16,100
2025-03-12T12:49:17.576,2025-03-12 12:49:17,0.575,14.74,25.94,100.21,100.2,100
2025-03-12T12:49:27.582,2025-03-12 12:49:27,0.577777778,14.74,25.95,100.22,100.19,100
2025-03-12T12:49:37.587,2025-03-12 12:49:37,0.580555556,14.74,25.96,98.93,98.93,100
2025-03-12T12:49:47.593,2025-03-12 12:49:47,0.583333333,14.74,25.97,100.29,100.26,100
2025-03-12T12:49:57.599,2025-03-12 12:49:57,0.586111111,14.74,25.97,99.01,98.99,100
2025-03-12T12:50:07.588,2025-03-12 12:50:07,0.588888889,14.74,25.98,100.01,99.98,100
2025-03-12T12:50:17.610,2025-03-12 12:50:17,0.591666667,14.74,25.98,100.18,100.14,100
2025-03-12T12:50:27.599,2025-03-12 12:50:27,0.594444444,14.74,25.99,100.35,100.3,100
2025-03-12T12:50:37.595,2025-03-12 12:50:37,0.597222222,14.74,26,100.36,100.31,100
2025-03-12T12:50:47.610,2025-03-12 12:50:47,0.6,14.74,26,100.35,100.3,100
2025-03-12T12:50:57.599,2025-03-12 12:50:57,0.602777778,14.74,26.01,100.23,100.18,100
2025-03-12T12:51:07.605,2025-03-12 12:51:07,0.605555556,14.74,26.01,100.22,100.17,100
2025-03-12T12:51:17.594,2025-03-12 12:51:17,0.608333333,14.74,26.02,99.61,99.56,100
2025-03-12T12:51:27.600,2025-03-12 12:51:27,0.611111111,14.74,26.03,100.16,100.1,100
2025-03-12T12:51:37.589,2025-03-12 12:51:37,0.613888889,14.74,26.03,100.15,100.09,100
2025-03-12T12:51:47.603,2025-03-12 12:51:47,0.616666667,14.74,26.04,100.1,100.03,100
2025-03-12T12:51:57.632,2025-03-12 12:51:57,0.619444444,14.74,26.05,100.38,100.31,100
2025-03-12T12:52:07.622,2025-03-12 12:52:07,0.622222222,14.74,26.05,100.17,100.1,100
2025-03-12T12:52:17.659,2025-03-12 12:52:17,0.625,14.74,26.06,100.38,100.31,100
2025-03-12T12:52:27.632,2025-03-12 12:52:27,0.627777778,14.74,26.07,100.01,99.96,100
2025-03-12T12:52:37.638,2025-03-12 12:52:37,0.630555556,14.73,26.08,100.61,100.49,100
2025-03-12T12:52:47.628,2025-03-12 12:52:47,0.633333333,14.74,26.08,100.34,100.25,100
2025-03-12T12:52:57.633,2025-03-12 12:52:57,0.636111111,14.74,26.09,100.12,100.04,100
2025-03-12T12:53:07.638,2025-03-12 12:53:07,0.638888889,14.74,26.1,99.09,99.02,100
2025-03-12T12:53:17.643,2025-03-12 12:53:17,0.641666667,14.74,26.1,100.28,100.2,100
2025-03-12T12:53:27.649,2025-03-12 12:53:27,0.644444444,14.74,26.11,99.19,99.11,100
2025-03-12T12:53:37.638,2025-03-12 12:53:37,0.647222222,14.74,26.12,100.43,100.34,100
2025-03-12T12:53:47.643,2025-03-12 12:53:47,0.65,14.74,26.12,99.6,99.53,100
2025-03-12T12:53:57.649,2025-03-12 12:53:57,0.652777778,14.74,26.13,100.49,100.4,100
2025-03-12T12:54:07.639,2025-03-12 12:54:07,0.655555556,14.74,26.13,99.98,99.9,100
2025-03-12T12:54:17.644,2025-03-12 12:54:17,0.658333333,14.74,26.14,100.41,100.31,100
2025-03-12T12:54:27.634,2025-03-12 12:54:27,0.661111111,14.74,26.15,99.03,98.97,100
2025-03-12T12:54:37.641,2025-03-12 12:54:37,0.663888889,14.74,26.15,100.33,100.23,100
2025-03-12T12:54:47.629,2025-03-12 12:54:47,0.666666667,14.74,26.16,100.53,100.43,100
2025-03-12T12:54:57.635,2025-03-12 12:54:57,0.669444444,14.74,26.16,99.92,99.86,100
2025-03-12T12:55:07.644,2025-03-12 12:55:07,0.672222222,14.74,26.17,100.5,100.4,100
2025-03-12T12:55:17.646,2025-03-12 12:55:17,0.675,14.74,26.18,100.04,99.98,100
2025-03-12T12:55:27.667,2025-03-12 12:55:27,0.677777778,14.74,26.18,99.08,99.01,100
2025-03-12T12:55:37.657,2025-03-12 12:55:37,0.680555556,14.74,26.18,100.14,100.08,100
2025-03-12T12:55:47.662,2025-03-12 12:55:47,0.683333333,14.74,26.19,100.53,100.42,100
2025-03-12T12:55:57.652,2025-03-12 12:55:57,0.686111111,14.74,26.19,99.1,99.03,100
2025-03-12T12:56:07.673,2025-03-12 12:56:07,0.688888889,14.74,26.2,99.77,99.7,100
2025-03-12T12:56:17.646,2025-03-12 12:56:17,0.691666667,14.74,26.21,100.26,100.18,100
2025-03-12T12:56:27.654,2025-03-12 12:56:27,0.694444445,14.74,26.21,99.97,99.9,100
2025-03-12T12:56:37.657,2025-03-12 12:56:37,0.697222222,14.74,26.21,99.55,99.48,100
2025-03-12T12:56:47.663,2025-03-12 12:56:47,0.7,14.74,26.22,100.51,100.39,100
2025-03-12T12:56:57.668,2025-03-12 12:56:57,0.702777778,14.74,26.22,100.26,100.18,100
2025-03-12T12:57:07.674,2025-03-12 12:57:07,0.705555556,14.74,26.23,99.79,99.71,100
2025-03-12T12:57:17.679,2025-03-12 12:57:17,0.708333333,14.74,26.23,100.16,100.05,100
2025-03-12T12:57:27.668,2025-03-12 12:57:27,0.711111111,14.74,26.24,100.33,100.24,100
2025-03-12T12:57:37.658,2025-03-12 12:57:37,0.713888889,14.74,26.24,99.6,99.52,100
2025-03-12T12:57:47.663,2025-03-12 12:57:47,0.716666667,14.74,26.24,100.53,100.42,100
2025-03-12T12:57:57.669,2025-03-12 12:57:57,0.719444444,14.74,26.25,100.25,100.16,100
2025-03-12T12:58:07.658,2025-03-12 12:58:07,0.722222222,14.74,26.25,99.98,99.89,100
2025-03-12T12:58:17.663,2025-03-12 12:58:17,0.725,14.74,26.26,100.57,100.45,100
2025-03-12T12:58:27.653,2025-03-12 12:58:27,0.727777778,14.74,26.26,100.26,100.17,100
2025-03-12T12:58:37.659,2025-03-12 12:58:37,0.730555556,14.75,26.27,99.81,99.74,100
2025-03-12T12:58:47.648,2025-03-12 12:58:47,0.733333333,14.75,26.27,99.03,98.95,100
2025-03-12T12:58:57.669,2025-03-12 12:58:57,0.736111111,14.74,26.27,100.53,100.43,100
