time/h,<Ewe>/V
0.213902995,3.008779526
0.216680772,3.010715961
0.21945855,3.006275177
0.222236328,3.002436876
0.225014105,3.00041461
0.227791883,2.998748541
0.230569661,2.998468161
0.233347439,2.997919798
0.236125216,2.997298002
0.238902994,2.998098135
0.241680772,2.997897863
0.244458549,2.998002291
0.247236327,2.998421907
0.250014105,2.99952364
0.252791883,3.000221968
0.25556966,3.000400066
0.258347438,3.001064777
0.261125216,3.001801252
0.263902993,3.001788855
0.263903049,3.001432896
0.266680827,3.081833124
0.269458604,3.082279921
0.272236382,3.077046394
0.27501416,3.073288441
0.277791937,3.070612192
0.280569715,3.069452286
0.283347493,3.066974163
0.286125271,3.066888571
0.288903048,3.067324162
0.291680826,3.067763329
0.294458604,3.068455219
0.297236381,3.068233967
0.300014159,3.068983555
0.300014215,3.068869591
0.302791992,3.140841722
0.30556977,3.140341043
0.308347548,3.135953665
0.311125325,3.131787539
0.313903103,3.129459143
0.316680881,3.126988649
0.319458659,3.125372648
0.322236436,3.12429595
0.325014214,3.125244141
0.327791992,3.124914169
0.330569769,3.126623631
0.333347547,3.127676249
0.336125325,3.127366066
0.33612538,3.128653526
0.338903158,3.195291042
0.341680936,3.195900202
0.344458714,3.190110445
0.347236491,3.187076092
0.350014269,3.184864283
0.352792047,3.183601379
0.355569824,3.183222294
0.358347602,3.184310436
0.36112538,3.183186769
0.363903157,3.182090759
0.366680935,3.183148146
0.369458713,3.183790684
0.372236491,3.183607101
0.372236546,3.183009386
0.375014324,3.246828556
0.377792102,3.24314332
0.380569879,3.239726305
0.383347657,3.2378304
0.386125435,3.237998247
0.388903212,3.239031792
0.39168099,3.238685131
0.394458768,3.23858881
0.397236546,3.23770237
0.400014323,3.237779856
0.402792101,3.237670422
0.405569879,3.231125832
0.408347656,3.22974205
0.411125434,3.231031418
0.413903212,3.2314291
0.416680989,3.231577873
0.419458767,3.229275703
0.422236545,3.229362249
0.425014323,3.232809544
0.4277921,3.237188816
0.430569878,3.238289595
0.433347656,3.237254143
0.436125433,3.234067678
0.438903211,3.232192993
0.441680989,3.232519388
0.444458767,3.235902071
0.447236544,3.238654375
0.450014322,3.237118483
0.4527921,3.236721754
0.455569877,3.235964775
0.458347655,3.238712072
0.461125433,3.240926743
0.463903211,3.241872311
0.466680988,3.241859436
0.469458766,3.240541697
0.472236544,3.238770008
0.475014321,3.238354683
0.477792099,3.240717411
0.480569877,3.24233222
0.483347654,3.243149996
0.486125432,3.243673801
0.48890321,3.244977951
0.491680988,3.243741035
0.494458765,3.246335745
0.497236543,3.242745638
0.500014321,3.245125055
0.502792098,3.248354912
0.505569876,3.248380184
0.508347654,3.248508453
0.511125432,3.248189688
0.513903209,3.245487928
0.516680987,3.243054152
0.519458765,3.246910334
0.522236542,3.249575138
0.52501432,3.250530481
0.527792098,3.250169516
0.530569875,3.249522209
0.533347653,3.250814915
0.536125431,3.25155282
0.538903209,3.248333454
0.541680986,3.249459743
0.544458764,3.248189449
0.547236542,3.247658014
0.550014319,3.250637293
0.552792097,3.250860453
0.555569875,3.249468565
0.558347653,3.251095057
0.56112543,3.252194881
0.563903208,3.252007246
0.566680986,3.252870798
0.569458763,3.254007339
0.572236541,3.253427029
0.575014319,3.25094223
0.577792097,3.244515657
0.580569874,3.247838259
0.583347652,3.252803564
0.58612543,3.254737616
0.588903207,3.254847527
0.591680985,3.250695229
0.594458763,3.249580145
0.59723654,3.250248194
0.600014318,3.250361443
0.602792096,3.252057314
0.605569874,3.254413843
0.608347651,3.251643658
0.611125429,3.249521971
0.613903207,3.250080347
0.616680984,3.248177052
0.619458762,3.248842716
0.62223654,3.250782728
0.625014318,3.252337933
0.627792095,3.252977848
0.630569873,3.253509521
0.633347651,3.253574371
0.636125428,3.253756285
0.638903206,3.249978781
0.641680984,3.249683142
0.644458761,3.251560211
0.647236539,3.252287626
0.650014317,3.251725435
0.652792095,3.252987385
0.655569872,3.253736734
0.65834765,3.253726244
0.661125428,3.25485611
0.663903205,3.255136728
0.666680983,3.253176928
0.669458761,3.25304389
0.672236539,3.254657984
0.675014316,3.256493807
0.677792094,3.257392883
0.680569872,3.256009817
0.683347649,3.255161047
0.686125427,3.255306244
0.688903205,3.252081394
0.691680983,3.251687527
0.69445876,3.254138231
0.697236538,3.257077217
0.700014316,3.258125305
0.702792093,3.259190321
0.705569871,3.258690119
0.708347649,3.258125305
0.711125426,3.258960962
0.713903204,3.259199858
0.716680982,3.258553028
0.71945876,3.25593853
0.722236537,3.256141663
0.725014315,3.254951954
0.727792093,3.2552526
0.73056987,3.257821083
0.733347648,3.259332895
0.736125426,3.260015965
0.738903204,3.260133743
0.741680981,3.258131027
0.744458759,3.257324219
0.747236537,3.256874561
0.750014314,3.260201931
0.752792092,3.262345076
0.75556987,3.264481306
0.758347648,3.264883757
0.761125425,3.263196468
0.763903203,3.263008118
0.766680981,3.262027979
0.769458758,3.263386965
0.772236536,3.264068127
0.775014314,3.263460636
0.777792091,3.259982586
0.780569869,3.260800362
0.783347647,3.261003494
0.786125425,3.262453794
0.788903202,3.261563778
0.79168098,3.262613535
0.794458758,3.262253284
0.797236535,3.259741783
0.800014313,3.259332657
0.802792091,3.259357691
0.805569869,3.257613182
0.808347646,3.252672195
0.811125424,3.252099752
0.813903202,3.252236605
0.816680979,3.253251076
0.819458757,3.255437374
0.822236535,3.255991459
0.825014312,3.259915829
0.82779209,3.261999846
0.830569868,3.262767076
0.833347646,3.26318264
0.836125423,3.263161659
0.838903201,3.261637211
0.841680979,3.257470369
0.844458756,3.257726908
0.847236534,3.258450031
0.850014312,3.26052022
0.85279209,3.261943817
0.855569867,3.26287508
0.858347645,3.262467623
0.861125423,3.260848284
0.8639032,3.26200366
0.866680978,3.263445854
0.869458756,3.261334896
0.872236534,3.26090765
0.875014311,3.258387566
0.877792089,3.258786678
0.880569867,3.260397673
0.883347644,3.261635542
0.886125422,3.262767315
0.8889032,3.263178825
0.891680977,3.263658524
0.894458755,3.263041735
0.897236533,3.262053251
0.900014311,3.263650417
0.902792088,3.264229536
0.905569866,3.264053583
0.908347644,3.264090538
0.911125421,3.26276207
0.913903199,3.260966778
0.916680977,3.261007547
0.919458755,3.262134075
0.922236532,3.262782574
0.92501431,3.262530804
0.927792088,3.262975693
0.930569865,3.262432575
0.933347643,3.263457537
0.936125421,3.263332367
0.938903199,3.262577057
0.941680976,3.260480165
0.944458754,3.261325836
0.947236532,3.262320518
0.950014309,3.261854172
0.952792087,3.257772923
0.955569865,3.257951021
0.958347642,3.258656263
0.96112542,3.259480715
0.963903198,3.259826899
0.966680976,3.259850979
0.969458753,3.260405779
0.972236531,3.260217905
0.975014309,3.259865046
0.977792086,3.260265112
0.980569864,3.258514166
0.983347642,3.258950949
0.98612542,3.259341002
0.988903197,3.259802341
0.991680975,3.257650852
0.994458753,3.258177042
0.99723653,3.257670403
1.000014308,3.258946657
1.002792086,3.259491444
1.005569863,3.259067297
1.008347641,3.258358479
1.011125419,3.259503841
1.013903197,3.261547565
1.016680974,3.262233496
1.019458752,3.261834383
1.02223653,3.260639191
1.025014307,3.259196281
1.027792085,3.258036137
1.030569863,3.259116888
1.033347641,3.260368347
1.036125418,3.261013746
1.038903196,3.261394739
1.041680974,3.261833191
1.044458751,3.263243198
1.047236529,3.264125824
1.050014307,3.264590502
1.052792085,3.263976336
1.055569862,3.263774395
1.05834764,3.263053894
1.061125418,3.262075663
1.063903195,3.262443304
1.066680973,3.263841152
1.069458751,3.263948441
1.072236528,3.26414299
1.075014306,3.264021158
1.077792084,3.263940334
1.080569862,3.262676001
1.083347639,3.262159586
1.086125417,3.263179779
1.088903195,3.264061451
1.091680972,3.263897181
1.09445875,3.263847351
1.097236528,3.264506102
1.100014306,3.264802694
1.102792083,3.265518188
1.105569861,3.265364408
1.108347639,3.266372681
1.111125416,3.26563096
1.113903194,3.261309862
1.116680972,3.260686398
1.119458749,3.260712862
1.122236527,3.25647521
1.125014305,3.253234386
1.127792083,3.250720978
1.13056986,3.250821352
1.133347638,3.251261473
1.136125416,3.25109148
1.138903193,3.250241756
1.141680971,3.248801708
1.144458749,3.248713017
1.147236527,3.248497009
1.150014304,3.247471333
1.152792082,3.247398853
1.15556986,3.248172998
1.158347638,3.248103619
1.161125415,3.247663975
1.163903193,3.247624159
1.166680971,3.246864796
1.169458749,3.247108221
1.172236526,3.247663021
1.175014304,3.247968197
1.177792082,3.248701572
1.18056986,3.248631954
1.183347637,3.247597694
1.186125415,3.247330666
1.188903193,3.248269081
1.191680971,3.247873306
1.194458748,3.24664855
1.197236526,3.246517897
1.200014304,3.246835709
1.202792082,3.246359825
1.205569859,3.245919466
1.208347637,3.246370316
1.211125415,3.247009516
1.213903193,3.247422695
1.21668097,3.247888327
1.219458748,3.248973131
1.222236526,3.250240326
1.225014304,3.250684261
1.227792081,3.250526905
1.230569859,3.250065327
1.233347637,3.250963926
1.236125415,3.251206875
1.238903192,3.250969172
1.24168097,3.25098896
1.244458748,3.25032115
1.247236525,3.250138521
1.250014303,3.249996662
1.252792081,3.250377893
1.255569859,3.251706362
1.258347636,3.252350092
1.261125414,3.252063751
1.263903192,3.25162673
1.26668097,3.25182271
1.269458747,3.252615452
1.272236525,3.252309084
1.275014303,3.252798319
1.277792081,3.253421307
1.280569858,3.253641605
1.283347636,3.253258467
1.286125414,3.253557682
1.288903192,3.253025532
1.291680969,3.252958536
1.294458747,3.250995398
1.297236525,3.249587059
1.300014303,3.250365734
1.30279208,3.251434088
1.305569858,3.250964165
1.308347636,3.251418352
1.311125414,3.252502203
1.313903191,3.253121138
1.316680969,3.253385067
1.319458747,3.253704786
1.322236525,3.253777027
1.325014302,3.253777266
1.32779208,3.253718853
1.330569858,3.254396439
1.333347636,3.254555464
1.336125413,3.25418067
1.338903191,3.253234386
1.341680969,3.252963781
1.344458747,3.253003597
1.347236524,3.253396273
1.350014302,3.253447533
1.35279208,3.252981424
1.355569858,3.253146887
1.358347635,3.253204584
1.361125413,3.252097368
1.363903191,3.251895428
1.366680968,3.252136469
1.369458746,3.251879454
1.372236524,3.251120329
1.375014302,3.25140357
1.377792079,3.251647949
1.380569857,3.251739264
1.383347635,3.251466036
1.386125413,3.25244236
1.38890319,3.252547503
1.391680968,3.252265215
1.394458746,3.251538277
1.397236524,3.251784801
1.400014301,3.252296686
1.402792079,3.2520082
1.405569857,3.251641273
1.408347635,3.251642704
1.411125412,3.251694918
1.41390319,3.251557589
1.416680968,3.251270533
1.419458746,3.251463652
1.422236523,3.250337362
1.425014301,3.250397921
1.427792079,3.250337601
1.430569857,3.24976635
1.433347634,3.250055313
1.436125412,3.250118494
1.43890319,3.249782562
1.441680968,3.250086784
1.444458745,3.250785351
1.447236523,3.25173068
1.450014301,3.251683474
1.452792079,3.251786947
1.455569856,3.252226353
1.458347634,3.251961946
1.461125412,3.252187967
1.46390319,3.252579212
1.466680967,3.252753258
1.469458745,3.25297761
1.472236523,3.252905846
1.475014301,3.252653122
1.477792078,3.253059864
1.480569856,3.253176451
1.483347634,3.252883196
1.486125411,3.253496408
1.488903189,3.253896952
1.491680967,3.25395298
1.494458745,3.253469467
1.497236522,3.253494263
1.5000143,3.254020214
1.502792078,3.254468918
1.505569856,3.253911734
1.508347633,3.254183769
1.511125411,3.254534245
1.513903189,3.254354715
1.516680967,3.254099131
1.519458744,3.254425526
1.522236522,3.25403595
1.5250143,3.253522635
1.527792078,3.25324297
1.530569855,3.254129171
1.533347633,3.25483942
1.536125411,3.255190372
1.538903189,3.254977226
1.541680966,3.255523205
1.544458744,3.25597477
1.547236522,3.255994558
